1595	5
0	5
7826	5
2490	6
6453	6
6962	0
3	0
518	14
97	12
1931	25
2	16
5	14
178	3
43	17
3028	5
1	1
9	2
183	9
3275	5
5606	5
1314	14
4816	5
6274	13
1561	20
3935	25
697	4
721	4
132	4
5044	3
16	3
1199	23
923	16
47	21
568	1
7116	1
602	16
129	25
8	11
2196	11
1128	16
841	16
3912	1
4110	1
5124	5
247	9
5864	22
220	22
6478	0
543	21
2304	21
1814	4
1599	4
3834	25
1011	25
636	1
2176	3
2791	25
830	5
5196	1
7061	5
2282	3
4261	11
12	11
213	8
7861	18
3421	18
469	21
232	21
1851	19
1574	19
3445	0
5532	13
4437	8
4095	8
1350	22
2510	5
4025	4
739	8
198	22
5162	20
3221	4
658	4
4157	20
364	20
221	8
648	20
2574	5
611	1
4	6
3044	14
627	14
647	8
3340	26
6842	5
3032	16
943	16
729	19
77	17
17	21
57	18
3600	9
404	9
2291	5
1120	1
1744	11
5720	2
577	0
540	13
179	8
6561	5
7928	5
557	12
5032	0
2689	9
29	21
3762	23
981	8
51	27
2022	27
255	12
78	7
1160	1
4074	23
486	23
7663	5
6474	12
1458	12
4863	11
4523	18
3942	4
177	4
127	2
148	19
763	24
990	9
134	27
4401	9
69	9
1639	0
188	6
278	27
5340	16
463	4
740	12
937	16
193	9
570	24
339	24
993	1
1203	9
2343	9
4031	12
1637	12
1981	16
495	7
643	19
72	2
5483	16
3743	21
2925	21
4795	16
28	20
748	9
1540	6
676	7
280	21
2604	27
3481	18
120	3
83	20
2356	8
395	1
2603	1
642	0
92	6
25	22
3055	22
7	6
503	13
2171	1
5600	16
102	21
3442	0
1481	13
4550	13
1875	13
1424	14
2309	14
1388	26
2126	26
335	20
4743	16
58	25
789	6
82	12
455	19
2137	25
7790	5
1463	16
2017	7
39	7
200	8
644	8
1895	16
7077	0
89	4
4765	4
149	11
1278	5
7634	16
2712	16
6764	18
1988	21
1713	5
2702	1
337	11
940	0
5363	0
6204	16
207	26
4591	26
38	13
580	14
4116	11
665	19
286	11
1384	6
1827	18
2804	20
4213	20
3788	5
124	8
3100	16
1395	13
1766	20
275	0
707	3
50	9
4914	22
2236	1
352	9
1694	6
5570	1
48	25
300	20
1622	1
2292	2
230	9
3731	9
5311	1
6149	10
3235	10
19	12
6	21
251	0
7480	0
2202	0
497	24
1608	27
2580	5
5894	5
2283	9
6829	11
3666	11
1343	22
479	9
1590	6
266	2
1224	2
392	22
7026	21
4845	5
7345	19
3644	19
1997	10
1329	6
112	0
386	4
3270	0
3625	3
5675	5
445	1
6525	5
3464	16
1222	16
3976	1
710	1
2539	24
1124	20
7355	5
2989	1
334	1
778	21
362	22
4439	12
157	21
630	2
1958	27
257	27
6738	16
6356	11
2358	4
80	4
36	21
688	26
843	27
1382	3
2471	24
4345	5
5461	10
40	10
930	8
4249	8
26	11
490	12
94	6
2494	21
155	21
1497	5
6077	11
13	26
160	21
3387	4
434	21
119	6
2523	6
1673	5
3592	5
901	5
1301	21
403	2
110	25
1520	16
3634	5
5099	10
23	8
11	9
5191	5
7735	0
3353	5
235	19
624	0
6871	5
1911	1
2860	3
3927	8
3910	20
5425	9
3168	13
5851	3
2048	16
359	5
838	7
606	12
1149	13
4286	13
2418	25
56	25
4130	19
2261	19
3767	1
5210	8
3785	8
1189	13
10	9
3360	9
459	1
1186	5
633	9
7487	10
6209	16
2457	16
663	8
908	1
2869	14
4410	5
6371	5
1155	21
415	3
3869	0
735	0
546	0
7725	0
1556	22
7964	22
681	21
3418	19
7406	16
171	25
5689	25
5496	5
6265	0
1782	0
689	8
1187	19
6920	8
4668	2
2157	18
381	11
1968	24
457	21
3126	12
1702	12
4861	0
2369	5
408	6
1791	5
7158	0
4177	13
70	13
7405	16
3030	9
5467	9
616	9
239	19
2683	18
7239	12
5446	12
4756	5
390	0
5543	13
1982	13
6798	0
323	0
539	19
2166	5
205	21
2733	12
2918	21
1043	4
5595	0
678	27
6079	1
4009	1
1908	13
162	7
4542	22
20	12
528	17
1035	25
2964	0
4020	5
2774	16
1356	6
382	6
18	25
4892	25
523	12
244	6
4485	8
1730	13
1010	12
2715	16
5105	5
7176	5
5389	7
3490	7
6217	9
261	3
6634	6
137	20
7617	12
7096	12
375	3
1107	13
3369	0
5975	8
2434	19
5997	1
1840	4
27	22
305	14
3901	13
1518	22
75	22
161	1
373	13
551	9
42	27
5262	13
3250	13
393	13
1686	12
1114	1
2231	27
270	6
1698	18
3457	14
3017	14
1309	25
5907	5
84	8
163	6
4747	9
3749	16
2885	0
4204	0
1647	16
91	22
6251	9
2419	9
723	25
7834	0
6129	8
1788	22
252	20
3567	18
3036	9
1322	25
452	12
478	6
5817	21
5323	7
7368	4
984	13
6277	6
2561	27
856	13
4118	13
283	8
2198	8
679	18
736	12
2662	19
60	13
813	21
2536	19
5799	14
1063	22
2834	22
3038	21
1355	12
5204	22
7069	1
1085	16
2680	1
2469	6
150	27
106	12
1228	8
3190	8
1421	5
2817	5
2996	5
1972	12
4923	5
31	7
774	4
6884	5
1054	16
180	13
187	12
2077	0
372	22
767	13
3441	13
6603	5
4889	1
548	0
1890	5
6767	16
2899	24
5517	24
629	13
2956	1
2916	1
3163	6
338	7
1430	5
2882	19
225	10
446	15
7671	12
4276	4
79	8
1292	12
2023	21
3049	19
903	26
7899	24
1335	16
471	19
1582	1
2290	19
2679	4
588	9
718	1
7765	21
262	21
3258	5
1261	5
5491	1
101	17
3438	3
343	5
3077	0
24	4
4288	27
7584	27
85	21
219	14
437	18
6074	5
1733	11
2016	25
4593	4
196	3
3964	7
282	7
756	20
1543	3
3636	22
4067	16
7118	13
3091	13
218	22
2037	20
5760	8
142	8
799	4
2327	6
226	6
332	12
1036	6
594	21
5207	25
4960	25
1557	3
363	9
994	16
1892	13
54	22
1621	8
411	14
7991	14
4470	4
3939	1
5534	4
2156	4
116	2
7949	0
783	27
673	27
6246	5
1030	15
1480	21
166	13
3107	21
276	19
1437	0
526	19
802	14
1833	9
3398	9
2463	11
3830	13
7146	5
7145	5
512	14
1401	0
7668	16
634	19
1705	19
564	18
4318	19
7247	0
549	1
852	1
5090	5
109	14
861	19
397	24
475	18
3011	17
169	26
269	25
5566	16
730	16
45	25
3917	25
6152	8
4549	7
1369	9
5698	3
141	3
4631	3
2998	10
7305	5
347	3
701	18
64	23
596	3
4606	5
5717	5
1351	1
7472	12
2414	13
146	13
4030	21
1154	21
7043	9
4321	9
292	25
502	22
6447	5
1820	5
2704	13
936	3
3720	3
7397	5
46	23
1425	25
61	18
1500	4
5299	1
776	1
2590	10
669	18
885	19
5224	13
34	23
4131	5
2997	16
1080	22
3738	22
7448	13
4785	0
2437	16
1715	5
5217	5
2051	16
4209	16
780	16
4012	16
7254	25
7482	1
172	16
491	24
638	19
3267	17
1434	15
3395	5
3889	17
329	17
3642	0
4936	5
6897	5
2778	14
817	16
6224	5
2213	16
2317	18
2090	14
6559	12
167	7
712	13
5782	5
3292	16
1914	6
2287	6
2497	16
173	12
1847	12
2575	6
1231	19
367	19
1470	20
3400	20
4580	7
2871	0
614	7
3384	17
6140	16
4692	16
2688	24
3775	0
6830	5
1690	12
533	4
950	5
4452	25
115	4
333	27
32	8
2383	19
2541	0
376	6
513	3
68	3
2036	5
2307	16
63	16
3741	7
5282	5
65	26
605	3
3826	2
168	2
285	27
6923	14
550	14
731	21
1689	24
114	24
295	11
2011	11
418	22
2143	16
389	2
785	21
4544	21
2587	21
2488	21
2195	16
33	12
450	7
3571	3
1452	3
863	12
6103	5
1546	1
3929	16
741	8
2994	1
1974	12
1280	23
3241	5
4551	0
4857	14
6759	5
6069	1
848	13
939	2
3236	25
1111	20
7413	27
5884	5
637	4
2752	6
1492	1
4806	5
4062	5
3974	8
6326	1
3685	1
796	21
6259	19
4298	7
175	16
6657	0
2476	5
646	14
1882	19
3587	12
1531	2
281	3
2263	25
145	13
396	20
5465	21
1985	21
6808	6
5119	5
6376	16
6410	13
319	16
2960	1
1949	22
1734	22
296	0
1696	8
5957	20
174	25
5113	6
2204	6
3452	5
7629	5
4387	18
151	24
6672	24
7657	16
2883	8
5238	8
93	18
6324	5
5730	5
858	14
6756	0
301	18
1118	10
6782	2
59	16
4585	10
6661	3
353	19
3171	19
3220	0
1886	8
136	1
4144	5
7129	5
3257	3
1577	16
784	14
6239	14
2322	5
3689	2
888	2
3805	2
1913	21
2569	1
5246	5
258	4
1363	7
6256	0
7761	20
508	20
7975	5
3539	19
4398	19
3408	10
931	8
1038	20
6670	5
1539	5
2430	16
522	0
348	0
3025	3
2720	8
3219	12
158	25
6918	13
3390	13
1784	0
5795	5
3806	22
2391	22
254	4
2205	4
1242	6
1476	0
44	0
5667	11
4243	14
1244	2
2423	17
7475	5
1863	1
4104	1
4384	5
1412	1
2337	13
1439	13
492	0
204	8
4620	8
1267	0
140	3
21	21
2846	1
4465	5
593	10
2658	16
1793	5
5064	11
851	6
5965	1
7855	0
1475	9
744	25
1792	13
2189	1
7140	1
412	22
1062	16
542	16
7680	16
379	22
3473	5
7645	0
138	8
7821	5
2687	1
6116	5
164	21
3918	12
1894	12
1770	20
1159	16
677	12
3854	12
4811	5
6772	5
1435	21
2946	21
2516	6
1185	8
95	18
1287	9
585	9
5988	26
3699	21
846	2
1707	7
2305	25
1090	18
5616	4
4679	5
6783	5
2281	9
118	2
2029	11
147	24
3202	16
6584	25
125	25
1807	25
108	8
99	3
2636	20
1078	16
4928	17
1302	12
2770	19
1091	22
7040	5
181	21
4293	1
960	0
4978	8
1803	8
1092	11
1223	16
1076	8
4876	5
1986	6
1013	13
2903	16
4819	8
3982	8
2779	1
6556	5
2822	13
55	12
5962	5
4789	6
5377	9
926	9
7923	5
1211	1
818	1
131	19
7642	5
4657	18
439	15
206	3
879	12
3526	12
6233	6
2684	0
5588	4
1797	4
6337	5
5759	5
2821	18
6109	1
1960	22
7085	27
6929	27
7945	0
1528	16
3204	3
1944	26
2616	5
3890	8
671	9
6685	13
432	13
370	17
4072	1
1775	3
617	16
388	21
387	12
7908	27
488	27
1000	1
1994	1
6027	5
893	13
2564	6
4139	1
3930	3
2251	13
3063	25
5657	0
5842	1
6683	5
2528	15
4438	15
7870	5
4105	18
6444	16
1479	3
684	1
5268	9
211	3
771	6
3332	15
7874	16
2030	8
3386	16
2244	8
3986	5
243	16
402	14
5254	14
7499	12
365	16
1650	12
5194	19
76	22
956	14
2937	25
2431	16
1204	26
680	26
