4238	5
6229	22
66	4
6606	16
341	22
3783	15
5324	8
5756	0
6551	16
749	22
986	6
840	6
6031	18
3502	5
7792	22
7004	5
3379	24
263	4
2993	0
6012	4
5114	22
1507	16
3335	6
3064	9
5945	6
668	3
7151	4
192	4
6455	5
6728	4
81	4
1188	16
5602	16
453	19
222	3
2967	27
2348	0
1486	6
4739	18
6042	5
2302	2
3002	5
5423	0
6504	5
436	19
1790	19
573	8
260	13
2893	11
507	19
3851	19
4188	22
4751	16
1119	12
1726	25
349	4
4094	25
1961	9
529	4
3018	4
6260	20
6289	1
1392	14
4070	0
1857	21
601	6
5083	6
6452	21
2466	8
7097	13
3835	13
1041	6
1739	11
4069	27
2518	5
1668	14
3629	22
674	4
1727	11
1743	6
619	8
6850	5
327	2
2667	1
509	1
1208	20
7144	6
4868	8
1162	8
6461	25
5683	27
883	27
811	20
884	20
1625	13
1168	6
1422	25
73	6
2120	12
22	24
3936	5
628	16
742	6
394	3
6291	5
2848	0
6366	5
6583	22
1980	22
346	12
297	12
3563	15
2368	15
273	25
1941	25
589	1
5946	8
7730	18
954	26
1989	5
2830	0
4271	13
3950	5
3143	25
5586	8
2792	8
86	7
2890	14
2426	6
2645	5
1375	4
6298	16
4269	7
6383	26
5793	26
5655	4
5365	4
197	6
2364	5
3089	27
6040	5
4769	1
191	6
7029	12
6815	20
271	18
3450	3
1489	6
3358	21
773	1
2330	25
6696	5
3141	5
5774	5
6022	21
6726	17
3637	17
5729	13
233	14
7551	0
184	21
6431	5
5858	14
1297	14
1471	1
3787	3
4215	9
2297	9
4973	1
5178	5
711	8
4080	3
743	8
914	0
4969	25
3434	25
5063	3
227	19
216	1
1755	9
3645	0
7677	5
4598	22
1005	4
6212	5
3981	1
1400	1
4461	1
853	16
2761	1
965	4
1801	1
176	1
971	6
1768	23
1257	5
5337	6
1218	11
1808	8
3515	5
530	21
5056	0
113	12
2130	13
3145	5
4832	16
505	4
1616	6
2210	11
5902	26
717	4
1502	18
344	16
1175	9
5393	3
2094	2
441	27
7133	27
687	0
3296	5
4755	16
4333	20
6063	6
400	1
203	22
7565	16
4326	16
3272	17
4208	5
374	27
1389	6
1725	5
4520	5
1659	5
128	8
6647	4
242	3
3415	0
2182	4
7980	16
6676	16
1942	16
3861	5
1132	5
5978	1
121	11
7605	6
2776	3
5237	0
6959	9
7363	5
1899	16
1273	15
2812	5
969	16
135	12
1098	14
7329	1
5610	21
182	6
5199	19
6225	5
6083	21
6317	14
6967	7
5853	0
3361	19
7743	0
4124	6
4918	5
5052	5
5963	25
4048	22
2393	13
6879	5
1426	16
860	18
2056	5
6232	4
6568	27
2443	8
7722	1
7166	9
536	13
695	12
1126	25
7428	0
3137	16
795	16
7243	15
487	8
1903	11
916	4
4285	9
2877	5
7650	0
1348	9
4559	16
727	6
308	8
240	8
2002	10
7209	5
1746	12
2843	1
5248	5
850	27
6510	27
2181	19
4775	19
6867	4
90	3
5651	14
391	9
3693	18
4366	1
4369	3
465	21
1679	26
565	18
1442	25
4718	9
751	8
96	17
4645	22
2329	5
3223	27
2178	0
483	4
2174	5
435	16
6454	13
6876	0
1697	13
1045	6
4233	6
6386	17
1133	27
2301	6
7530	5
7240	5
3133	22
967	1
1450	22
1161	17
1194	22
6415	2
822	2
604	8
1018	5
2163	8
1037	14
2442	5
3809	7
299	26
1848	5
6928	9
4246	0
2117	15
2003	5
1756	11
2766	20
559	4
2723	26
1918	26
3791	1
2698	24
416	24
2896	8
1934	8
5575	18
2009	13
1645	5
2239	5
1938	21
3151	21
279	21
886	8
3308	8
6990	11
130	8
4363	0
1364	10
857	22
4588	22
3325	12
3802	11
5691	11
870	8
466	1
1610	16
1575	16
864	27
6389	6
139	19
4897	6
7156	2
7457	6
613	1
1040	15
1398	24
2796	6
3671	3
1201	15
5212	5
7410	17
651	27
7941	5
1429	11
2286	2
2773	16
5585	0
7535	21
5835	21
208	19
3427	4
5514	1
1234	19
2428	8
556	0
7997	21
410	21
238	9
5521	9
1210	25
6528	19
6735	19
4712	5
1764	1
2991	21
1529	6
3507	25
4848	6
5230	22
7256	1
53	11
2031	25
5061	20
4173	20
7238	5
2970	9
5581	0
5565	0
5560	11
7831	14
4196	16
449	19
538	6
4434	6
726	5
3958	9
2838	20
6957	8
3085	0
1883	19
2406	5
1240	20
531	19
1615	19
1184	23
3995	1
417	1
1623	4
4601	0
639	27
7027	27
1929	2
7850	14
1843	14
1233	26
2955	16
3557	1
312	23
2958	23
6457	5
4294	1
6213	12
1303	5
1056	13
2719	8
7303	5
5845	1
7957	0
256	3
6516	12
791	5
1236	11
265	11
1023	9
3306	20
1818	20
7591	0
2924	3
3120	1
5310	16
1873	3
4538	2
572	22
5041	2
87	2
3135	22
558	8
215	20
2028	27
165	14
6230	1
2670	19
291	16
2441	20
4934	5
945	3
4376	1
3082	5
4639	5
4628	10
6736	10
1096	2
632	2
2927	22
3330	22
5293	0
675	23
7183	0
586	21
2344	13
2008	25
978	22
2754	0
1804	0
3903	20
1109	4
762	8
7432	11
4627	25
3906	13
6925	19
1229	11
2413	17
1553	12
1493	10
7820	10
2540	9
3619	9
1973	20
1523	20
107	25
1723	8
859	1
2265	3
1148	16
3798	4
7384	13
3072	20
1294	20
2496	12
2772	11
4932	1
35	8
4331	8
4223	11
4944	12
6473	0
111	19
1747	16
1948	8
1306	8
1642	27
4256	16
2098	22
6388	6
217	6
5790	5
419	8
1258	8
5810	6
976	22
1125	9
2816	12
4583	12
1239	11
5509	5
5142	14
288	22
622	4
2219	6
1034	11
2267	6
3165	16
1414	6
958	5
6165	5
6955	16
574	16
1205	3
4707	1
4161	20
759	0
5290	5
5542	22
3240	8
5789	6
1016	1
3687	16
3468	19
5009	26
5877	27
6970	5
4957	13
3247	20
420	20
3035	7
2666	0
6111	5
3376	25
5862	25
4136	0
325	4
4925	21
1288	5
3249	5
2756	15
713	24
4746	24
583	21
3516	16
4821	5
5157	5
1122	21
4525	5
5636	5
1526	3
2742	14
2628	12
406	4
1773	15
2921	19
224	19
467	3
2799	0
1250	2
3162	8
517	8
3453	16
7316	5
2339	8
126	19
804	1
2765	8
5714	0
4586	0
7538	0
918	26
5117	8
3048	11
6765	6
1311	26
595	0
5591	25
4473	25
1407	1
1448	27
2450	22
2768	20
823	9
3570	5
6816	5
808	16
3662	21
4315	3
6883	10
304	5
2228	21
1629	27
690	7
1225	22
1406	6
2416	9
3518	16
5923	1
6108	0
915	23
562	12
6332	5
489	7
294	7
7974	3
6769	2
1053	1
3916	13
7599	11
3520	25
7889	25
3228	16
1585	22
1312	3
1453	24
6097	25
4422	3
887	15
494	22
2296	6
6378	6
14	12
1101	16
2127	18
6653	5
5803	3
7764	5
924	25
7439	21
1220	21
2479	8
787	13
1252	5
2093	1
5522	5
3544	9
1464	0
7277	5
7267	24
3288	22
6178	3
354	9
6585	16
2409	9
4942	16
7264	5
2898	24
5319	5
5439	13
3511	6
752	22
2115	19
1174	15
6382	16
2173	27
15	14
1485	1
7582	1
7459	25
6154	25
117	14
806	25
2107	18
4220	6
3278	8
384	13
6090	0
6499	5
1002	1
1216	0
7082	1
4083	13
4814	13
2963	4
234	6
5351	6
2124	24
1819	14
385	25
7396	10
428	25
103	6
4335	10
190	20
3446	20
6937	15
1785	12
757	20
1919	1
3608	5
4953	12
6262	0
6369	7
7054	5
1105	12
186	8
5758	3
2911	16
2294	5
1221	13
3565	20
5970	5
2495	8
2863	8
3331	4
1912	3
2797	16
1737	19
3124	0
484	11
2217	13
7683	5
4226	6
52	8
185	19
5386	0
3610	9
2716	11
1286	5
336	12
1385	4
3090	0
4561	19
1108	25
779	5
1544	3
2149	5
5486	5
3436	3
5900	13
4114	10
5733	1
322	8
6327	1
4512	6
3046	18
2990	27
6519	11
6033	11
1333	25
7467	5
820	12
2359	16
2487	8
1765	25
1256	21
482	18
1300	6
7308	16
5665	0
1427	3
4483	0
1640	16
4986	5
2492	21
7681	21
4028	1
2140	5
1729	12
5816	4
1563	16
2433	6
7940	6
833	2
6717	19
5660	20
2653	20
1265	2
2106	0
5551	5
4040	22
2640	5
4908	13
5699	5
7252	1
581	1
6861	0
7293	5
719	7
3510	5
7012	5
5051	5
3088	9
2736	8
4681	0
2411	15
500	24
4279	9
4852	22
6137	5
5388	7
1664	6
5846	1
2079	6
3748	6
4378	25
2642	1
5431	14
4567	3
5678	5
2398	21
1487	0
6609	0
7794	0
1127	8
1456	4
3840	1
5397	5
1992	22
2461	1
2453	1
2269	14
2807	1
4348	8
1415	20
5473	2
2053	4
5866	16
451	13
7733	1
4482	20
2032	20
2526	5
4931	0
1716	19
1676	8
4077	19
6729	0
1177	11
3356	16
4394	26
1032	15
6577	5
6679	19
202	22
4447	0
829	27
1176	5
4694	5
7323	9
1600	9
670	17
5928	13
911	16
6374	5
1158	23
2713	27
2288	4
1490	11
2325	0
541	3
1760	23
1898	1
6730	21
824	21
3499	12
2729	7
7955	13
1266	11
5538	11
7672	3
6082	1
2820	8
592	2
2968	2
2372	5
1081	0
6491	16
5549	27
2957	4
3108	22
7099	13
4867	25
3795	19
366	23
4142	16
3142	23
6439	5
991	21
7463	21
3461	14
1926	14
7525	5
1193	14
2915	1
2780	6
154	11
1506	4
2718	5
4259	5
6220	13
7484	19
1835	19
714	19
2452	11
2222	22
5345	5
4264	12
979	1
1226	27
3012	24
3631	12
4468	22
313	22
5682	1
314	12
2218	5
2473	4
5910	5
7871	5
5046	0
4780	22
3286	13
2351	27
2908	12
6285	5
615	1
4541	5
461	6
6008	8
4822	17
7371	12
5410	5
2650	22
584	16
6344	25
7090	5
7954	1
2319	16
1359	6
932	10
2696	10
1513	4
5808	1
3650	5
6250	13
4343	1
4128	6
2169	0
1408	5
4319	10
6887	5
7574	13
977	13
6311	7
1774	6
3014	2
1888	4
1893	17
805	8
3366	1
3628	22
2044	1
405	27
5239	20
3904	10
6387	5
6538	16
2701	18
3094	18
1603	16
2390	1
4642	1
5256	5
122	0
3673	6
3620	6
3062	24
3937	1
1815	5
267	26
913	10
1396	12
1495	14
3742	1
1936	18
442	19
6211	21
2246	13
7226	3
3231	6
1181	5
6733	5
7579	5
6425	12
4340	16
1042	20
2007	25
5611	0
5251	16
909	17
2621	17
4121	0
1051	19
5577	5
2485	12
3200	12
6616	16
2731	16
609	16
5136	1
2114	6
2316	16
1856	5
5374	1
5875	14
2165	6
6384	0
4979	25
567	27
3536	5
5093	5
3799	1
2563	8
3712	12
3111	19
5592	2
6824	2
2247	5
4943	14
1538	14
1741	0
2459	3
1248	19
2762	19
1372	24
4618	3
4671	13
4455	20
1548	0
560	25
4263	27
4509	8
1338	0
6714	9
4133	20
2108	2
2611	26
4152	1
3882	5
1632	22
5164	17
1361	27
5322	8
872	5
5101	1
7767	16
7366	0
2552	5
2225	25
1718	5
5381	10
1722	14
3811	6
5220	5
4175	24
2374	3
6269	3
237	1
350	14
4466	6
2874	6
4939	5
2200	1
6199	1
2586	12
1838	22
5593	27
6619	5
635	1
6626	5
5905	24
2668	6
1906	19
3378	18
5847	2
7840	1
3179	5
4660	26
2346	17
2405	3
3243	18
4702	4
6144	5
5109	8
6745	5
6999	0
4078	27
2039	5
7246	5
534	3
3514	16
4776	3
758	22
5150	22
7016	5
734	4
201	11
3923	6
3463	12
3966	0
6965	26
5436	0
3093	0
6087	24
6956	16
5932	0
1039	0
1283	5
6746	5
1786	1
2128	27
666	15
6390	21
6465	5
1505	5
3669	26
7048	1
2595	27
2849	27
7311	5
67	1
825	8
7071	16
3016	16
1576	8
195	11
3590	5
1021	1
5550	3
399	16
7869	1
472	1
245	10
1249	24
1609	13
6811	5
5106	7
1578	12
7769	1
4162	27
2075	11
7926	7
3692	14
2867	4
2289	22
5936	5
2891	25
4647	5
7654	13
3550	8
7622	12
5301	0
7191	0
807	2
1367	1
5225	5
4613	1
4637	21
1950	1
6293	1
5369	13
1082	13
645	5
6035	0
4147	0
3555	16
3003	16
1413	2
1731	0
7962	5
4529	0
448	0
5233	5
1902	22
6481	0
1560	23
1227	26
2055	14
4120	21
7802	18
2686	3
2183	5
6888	7
3933	11
3377	21
1626	11
5798	5
6590	6
6716	5
6331	5
4241	11
7150	16
705	1
1468	1
2965	1
383	8
1469	27
425	24
1315	0
6595	0
653	14
7007	6
5415	12
970	12
656	6
1896	13
1732	12
3757	22
4446	11
5298	5
6605	9
3476	5
747	17
1865	5
975	3
5696	16
1330	18
5328	23
6119	5
4993	2
1151	1
6775	5
1559	1
1728	0
2976	1
3239	27
4533	5
5644	5
2573	15
1130	20
1093	9
1700	25
5619	5
7324	5
1255	1
5329	21
1183	13
812	16
5069	1
599	22
6564	6
4314	14
1568	8
3617	3
973	12
1953	6
3603	0
7485	2
6744	11
1025	16
3615	1
1033	1
7734	8
2109	11
3578	9
4471	5
1759	5
6848	27
1171	3
409	3
2273	27
2547	27
3268	1
1327	20
1275	1
733	1
2900	22
737	3
2549	3
1846	6
4134	2
1779	18
1907	3
3612	6
3065	24
4877	11
3324	22
6542	11
4355	22
7607	9
504	1
2644	3
1617	15
4194	1
1613	14
2188	0
732	0
4160	22
3084	7
7793	26
307	1
4666	1
4830	21
2338	8
4759	0
1571	0
5673	0
6221	8
2618	25
1572	25
947	14
7083	21
5422	21
7388	21
3667	21
3424	27
6686	5
1432	22
862	16
2677	8
2135	5
2942	6
1376	9
7491	5
1969	22
2159	19
2940	1
4225	5
144	18
1581	18
6589	6
696	19
6578	19
1809	22
7272	5
5327	5
3845	26
4976	6
4463	1
4135	2
834	14
3489	5
760	26
4311	17
1279	23
6266	12
303	6
3773	12
3853	13
3874	19
5497	13
1606	2
6132	5
5935	26
7440	21
2199	14
1325	21
7556	5
3717	6
1866	6
2381	19
7822	19
7124	16
3843	14
501	27
869	27
4793	1
946	13
1106	12
2357	6
1965	19
5346	12
3403	27
6727	5
2505	17
3616	16
5173	5
1655	6
1440	14
3351	7
3294	16
810	9
424	14
801	23
345	23
306	24
3573	1
3045	1
1983	3
1451	27
426	25
4754	11
407	0
2478	8
6405	16
554	1
3670	1
3715	0
4148	3
598	3
7343	4
4392	0
6353	5
4655	1
4824	15
1169	15
2884	11
5926	16
7981	18
2080	2
2600	22
7199	5
839	13
371	26
1163	13
3269	19
1551	0
433	9
1612	11
3349	14
1341	1
1298	21
3254	26
6043	5
2072	22
2465	16
4738	16
6699	5
2507	22
4625	27
7752	2
6418	5
7785	5
2978	17
3348	0
5024	13
2932	6
5193	6
5559	27
5806	0
2521	0
3842	6
456	7
1310	6
1669	6
5662	21
706	21
2583	4
974	1
816	0
357	0
1026	2
7020	5
2901	16
4515	20
7702	5
5889	5
4576	21
7968	22
2961	1
423	12
5242	12
1293	3
250	9
1241	23
3299	5
3926	19
7569	5
1465	25
6520	5
1570	2
1736	16
919	26
5405	5
1031	6
6749	16
1920	2
2815	10
754	16
3213	0
1717	5
2534	5
3083	5
4163	5
5186	5
3585	9
3364	1
5979	5
3611	8
6866	5
4122	7
1932	18
7334	12
4792	19
398	19
7696	5
2388	10
7307	1
1232	17
5038	22
7431	5
3771	23
4654	1
2451	1
1854	21
1761	16
3128	8
2229	12
5748	3
2005	16
4151	13
4724	11
6611	7
7227	5
700	1
2661	5
4202	5
6777	24
4699	17
1136	13
5511	4
6056	5
7153	1
377	13
49	0
3521	1
927	12
440	12
2906	26
2404	26
4088	2
5745	5
7162	5
1853	22
4744	0
361	22
4486	14
2131	6
2533	5
6191	20
5572	25
7533	5
4884	16
2726	5
4267	5
7943	11
1399	1
1147	1
2445	16
3812	5
30	0
1699	18
4881	1
5072	5
2226	5
6814	22
3820	22
7486	27
4371	6
401	0
7262	16
2154	6
3312	5
7598	5
4951	2
7403	1
962	2
6430	21
3047	14
62	5
2538	21
1360	4
1320	4
921	1
3877	5
896	20
274	16
3013	1
1001	25
7379	5
4622	3
867	20
1554	2
4113	5
6363	10
7169	16
4907	16
3886	3
5427	3
1416	26
6895	0
1121	14
264	8
6207	10
7549	0
1247	0
1380	12
315	24
4723	5
4715	5
6614	5
4722	16
966	4
3174	5
1213	4
170	9
7412	11
854	1
5025	5
6951	5
5321	13
2018	5
277	3
1100	20
7453	3
5297	8
5502	0
7376	0
2902	3
3686	12
4629	5
3661	1
6085	5
527	1
1952	25
641	26
7836	13
3663	18
5772	16
229	21
7546	5
1466	19
6279	0
7205	0
578	22
2568	3
2739	5
4280	21
4651	12
6241	5
7930	16
7688	16
2458	5
3825	5
1864	4
5126	5
3622	19
3076	3
4262	0
1977	8
3676	10
575	16
6806	5
6189	16
1661	5
768	19
3920	12
7892	5
1044	5
2460	5
4066	11
5184	14
5746	1
7401	16
6875	16
2581	1
933	3
6306	5
2150	16
5712	4
1593	16
2619	12
2711	5
5447	5
2959	21
3397	3
3273	22
880	1
7127	5
3505	8
290	6
4584	25
7789	23
5228	0
3682	1
6393	14
7628	6
1445	5
3393	14
2952	5
7539	9
871	24
1260	1
6933	16
6874	0
477	9
7594	21
3187	5
4728	5
7682	5
6593	1
2237	9
3560	8
555	25
6253	5
3999	5
4200	13
499	2
3736	5
1812	13
2047	13
7554	16
7661	16
1652	6
3432	6
2184	9
2241	4
3471	13
6973	5
3718	0
2755	8
3039	18
4766	24
133	17
3041	17
2422	5
1067	25
2909	20
532	1
1291	0
1378	9
427	11
5372	1
2759	3
1945	9
2971	5
5639	5
3256	3
4974	23
2354	26
2786	4
2160	20
5287	6
